naics_industry_group,description,sourcing_class,rationale,source,customer_type,customer_rationale,customer_source
3221,"Pulp, Paper, and Paperboard Mills",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3222,Converted Paper Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3231,Printing and Related Support Activities,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3241,Petroleum and Coal Products Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3251,Basic Chemical Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3254,Pharmaceutical and Medicine Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3255,"Paint, Coating, and Adhesive Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3256,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3259,Other Chemical Product and Preparation Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3261,Plastics Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3262,Rubber Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3271,Clay Product and Refractory Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3272,Glass and Glass Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3273,Cement and Concrete Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3274,Lime and Gypsum Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3279,Other Nonmetallic Mineral Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3311,Iron and Steel Mills and Ferroalloy Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3312,Steel Product Manufacturing from Purchased Steel,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3313,Alumina and Aluminum Production and Processing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3314,Nonferrous Metal (except Aluminum) Production and Processing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3315,Foundries,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3321,Forging and Stamping,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3322,Cutlery and Handtool Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3323,Architectural and Structural Metals Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3324,"Boiler, Tank, and Shipping Container Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3325,Hardware Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3326,Spring and Wire Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3328,"Coating, Engraving, Heat Treating, and Allied Activities",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3329,Other Fabricated Metal Product Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3332,Industrial Machinery Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3333,Commercial and Service Industry Machinery Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3335,Metalworking Machinery Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3339,Other General Purpose Machinery Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3341,Computer and Peripheral Equipment Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,mixed,"Computer makers sell direct to businesses and, through online stores, to households.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3342,Communications Equipment Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3343,Audio and Video Equipment Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3344,Semiconductor and Other Electronic Component Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3346,Manufacturing and Reproducing Magnetic and Optical Media,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3351,Electric Lighting Equipment Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
3352,Household Appliance Manufacturing,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Manufacturers' direct taxable sales are of equipment, materials and printed matter to other businesses; sales to resellers are exempt.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
